# M/msolar   r[kpc]   logP
1.36277 9.00388 8.40206e-26
1.36403 9.0613 1.93142e-25
1.36228 9.0403 1.05908e-25
1.36007 9.12054 1.01478e-25
1.36216 9.20284 2.67139e-25
1.36004 9.25758 3.25345e-25
1.36005 9.33376 7.33372e-26
1.35857 9.26413 3.63761e-25
1.35902 9.28339 3.09715e-25
1.35905 9.2629 4.55997e-25
1.36041 9.1908 3.61255e-25
1.36112 9.11336 3.90436e-25
1.36005 9.10414 3.47098e-25
1.36243 9.05858 5.02479e-25
1.36093 9.09935 4.64807e-25
1.36375 9.06522 5.85316e-25
1.36166 9.06861 4.80613e-26
1.35902 9.15909 7.74373e-26
1.36049 9.05781 5.48048e-25
1.35754 9.01467 2.21643e-25
1.35784 9.06752 4.1933e-25
1.35769 9.12653 3.50849e-26
1.35413 9.1138 3.79142e-26
1.35465 9.18145 7.60404e-26
1.35213 9.17085 2.56769e-25
1.35573 9.13558 1.66565e-25
1.35819 9.15427 1.35347e-25
1.35963 9.17287 8.46532e-26
1.36174 9.18866 2.3681e-25
1.35761 9.2134 2.98548e-25
1.3574 9.20493 3.33326e-25
1.36017 9.23463 4.85772e-25
1.35954 9.2123 3.56987e-25
1.35963 9.26808 5.32553e-25
1.35999 9.25324 4.70779e-25
1.3599 9.29415 3.05241e-25
1.35905 9.24723 2.21127e-25
1.35797 9.21031 7.03153e-26
1.36408 9.27856 1.65652e-25
1.36342 9.3293 5.86053e-25
1.36626 9.30897 3.66676e-25
1.36439 9.26543 4.71499e-25
1.36573 9.24472 4.68187e-25
1.36279 9.22345 3.17971e-25
1.36658 9.2282 3.71534e-25
1.36494 9.24151 3.73462e-25
1.36576 9.22319 2.9383e-25
1.37103 9.16162 2.20984e-25
1.37054 9.11461 2.67561e-25
1.36951 9.14212 2.30876e-25
1.37045 9.14114 4.2801e-25
1.37318 9.18058 2.75792e-25
1.37043 9.2078 2.75735e-25
1.37161 9.20767 2.83223e-25
1.37438 9.10252 2.30454e-25
1.37086 9.17895 7.90582e-26
1.37219 9.16668 2.44963e-25
1.36964 9.1596 2.70658e-25
1.36855 9.21335 1.50434e-25
1.36528 9.22127 1.00197e-25
1.36873 9.17632 2.46867e-25
1.36764 9.17294 2.4324e-25
1.36803 9.21322 1.59526e-25
1.36404 9.1668 1.96616e-25
1.36529 9.2057 3.25702e-26
1.35959 9.21898 1.57734e-25
1.36235 9.22261 1.52843e-25
1.36524 9.28735 2.17853e-25
1.36489 9.35023 6.05063e-26
1.36919 9.3177 2.4018e-25
1.36641 9.26835 6.15616e-26
1.36802 9.29571 1.14436e-25
1.36699 9.26868 2.85774e-25
1.36797 9.28883 3.53652e-25
1.3683 9.32573 1.00798e-25
1.3691 9.28288 7.15514e-26
1.37126 9.24992 1.47999e-25
1.37277 9.26609 1.12938e-25
1.37524 9.26431 1.94987e-25
1.37431 9.29841 2.17518e-25
1.37596 9.36778 3.12705e-25
1.37465 9.39137 2.54466e-25
1.37731 9.36388 3.24731e-25
1.37166 9.35009 1.48893e-25
1.37717 9.37082 2.19244e-25
1.37892 9.39047 3.23037e-25
1.376 9.48612 1.54539e-25
1.37659 9.45051 3.64814e-25
1.37743 9.4181 4.80007e-25
1.38202 9.43526 5.56238e-25
1.38031 9.45087 3.1681e-25
1.37712 9.52368 3.70675e-25
1.379 9.40369 3.56736e-25
1.3778 9.36861 1.82171e-25
1.37559 9.40574 1.19433e-25
1.37529 9.37435 7.87202e-26
1.37065 9.34006 1.90943e-25
1.36896 9.36638 1.07134e-25
1.36753 9.41199 1.06054e-25
1.36876 9.44911 1.30898e-25
1.36554 9.44448 9.60158e-26
1.36639 9.41984 7.86845e-26
1.36709 9.45802 8.77159e-26
1.37217 9.4727 1.98887e-25
1.37134 9.50164 2.64742e-25
1.37259 9.45837 2.55115e-25
1.37021 9.46051 3.49629e-26
1.36698 9.52469 1.00785e-25
1.36867 9.60945 2.02729e-25
1.3694 9.61804 2.15324e-25
1.36842 9.62557 3.54568e-26
1.36774 9.66981 3.96611e-26
1.36651 9.70277 2.37391e-25
1.3668 9.69546 7.00401e-26
1.36916 9.70715 3.67775e-26
1.36603 9.72798 5.12905e-26
1.36409 9.74026 8.04651e-26
1.36462 9.6972 6.56699e-26
1.3677 9.69973 6.8629e-26
1.36955 9.76526 3.2613e-26
1.3715 9.7949 3.22769e-27
1.37227 9.82914 1.08273e-27
1.36574 9.82799 5.09077e-26
1.36756 9.86777 5.06396e-26
1.36615 9.84304 5.62738e-26
1.36457 9.8426 3.50981e-26
1.36369 9.88303 1.05779e-26
1.36903 9.80432 2.45971e-26
1.36669 9.82535 4.16363e-26
1.3687 9.84481 5.23433e-26
1.37299 9.81134 3.65267e-26
1.37192 9.77293 3.47458e-26
1.37383 9.84371 2.68515e-26
1.37373 9.8041 2.67873e-26
1.37307 9.8426 5.45592e-26
1.37788 9.81257 3.05865e-27
1.37667 9.84797 4.74347e-27
1.37283 9.87537 2.86603e-27
1.37168 9.8318 5.71757e-27
1.36913 9.94054 3.81083e-27
1.36763 9.91119 4.30978e-26
1.36449 9.9923 2.32393e-26
1.36566 10.0075 2.98843e-26
1.36778 9.9948 3.28558e-26
1.36603 9.9462 2.22235e-26
1.36449 9.97303 5.29476e-26
1.36251 10.0168 1.79625e-26
1.36159 10.096 4.03977e-26
1.36268 10.0204 3.60735e-26
1.36477 9.9829 6.03492e-26
1.36265 9.96388 9.45734e-26
1.3608 9.95157 4.99812e-26
1.3584 9.93144 4.64047e-26
1.36201 9.98935 1.16938e-27
1.36155 10.0202 2.39352e-27
1.36022 10.0195 4.99942e-26
1.36286 10.0027 5.26557e-26
1.36285 9.97382 5.00532e-26
1.3621 9.93332 2.98575e-26
1.36324 9.91106 4.53796e-26
1.36129 9.88461 1.08393e-26
1.35914 9.94963 2.96291e-26
1.36074 9.9616 2.56457e-26
1.35506 10.0426 1.26802e-26
1.35224 10.0812 1.28299e-26
1.34799 10.1127 5.18499e-27
1.34696 10.0663 6.27837e-27
1.35036 10.0742 1.18467e-27
1.35268 10.067 8.96073e-28
1.34951 10.0025 1.53328e-27
1.3513 10.1028 2.6687e-27
1.35522 10.1098 3.00086e-27
1.35592 10.0916 5.16895e-27
1.35577 10.1261 1.21244e-26
1.35284 10.2802 3.07481e-27
1.35561 10.354 5.34742e-27
1.35444 10.3432 5.51394e-27
1.35029 10.3752 1.0691e-27
1.35508 10.3521 7.33339e-27
1.35142 10.4028 1.04456e-26
1.35131 10.4229 1.21889e-26
1.35179 10.3624 1.73926e-26
1.35057 10.331 1.74039e-26
1.35349 10.3177 5.41321e-26
1.35362 10.2875 2.91931e-26
1.35834 10.2285 4.44197e-26
1.36134 10.1926 3.97563e-26
1.35977 10.1507 4.90698e-26
1.36523 10.236 1.57003e-25
1.36893 10.2342 1.91828e-25
1.37035 10.1933 8.47064e-26
1.36532 10.1813 1.02608e-25
1.36719 10.2181 1.05161e-25
1.36863 10.2855 4.02743e-26
1.3687 10.1817 5.65169e-26
1.36656 10.1549 9.84017e-26
1.36637 10.2066 1.02635e-25
1.36694 10.3729 4.45698e-26
1.36732 10.3489 1.9941e-26
1.36962 10.3256 9.41708e-26
1.367 10.3263 5.00678e-27
1.37202 10.4285 8.9725e-26
1.3721 10.4381 1.31538e-25
1.37213 10.4158 1.32302e-25
1.36739 10.3997 1.62329e-25
1.36952 10.3926 2.44252e-25
1.37127 10.3322 3.51227e-25
1.37389 10.3456 2.31078e-25
1.37543 10.3458 2.34924e-25
1.37351 10.3155 3.242e-25
1.37205 10.3048 2.82316e-25
1.36995 10.2804 1.79195e-25
1.37243 10.3649 4.42962e-25
1.37182 10.3284 9.00565e-26
1.37597 10.2311 2.71911e-25
1.37594 10.2822 4.12687e-25
1.37635 10.2799 3.63965e-27
1.37623 10.2685 1.41908e-25
1.37711 10.2346 3.17814e-25
1.37821 10.3161 4.68644e-25
1.37855 10.2621 4.715e-26
1.38028 10.2734 3.80293e-26
1.38718 10.2628 3.07276e-25
1.38248 10.2875 3.86328e-25
1.38275 10.3446 3.57821e-25
1.37997 10.2887 3.78391e-25
1.38375 10.322 1.97233e-25
1.38312 10.3185 5.92965e-25
1.38459 10.3054 1.43978e-25
1.38762 10.3158 1.20246e-24
1.3894 10.2935 1.77474e-24
1.38866 10.258 9.99911e-25
1.38968 10.2632 1.76791e-24
1.3866 10.2494 5.84484e-25
1.388 10.1936 5.43039e-25
1.38898 10.1214 6.10472e-25
1.39108 10.1271 8.4731e-25
1.39192 10.1803 1.09344e-24
1.39441 10.0721 1.16859e-24
1.39123 10.0848 4.69788e-25
1.38959 10.0596 1.1034e-24
1.38616 10.1057 8.75543e-25
1.38667 10.1844 7.84241e-25
1.38568 10.1849 4.67693e-25
1.3873 10.126 2.70343e-25
1.39053 10.1384 3.9988e-26
1.392 10.0774 1.50404e-26
1.39274 10.063 5.00809e-25
1.39428 10.0303 7.9269e-25
1.39572 10.0485 8.00627e-25
1.39842 10.0592 3.97415e-25
1.39624 9.97927 5.15153e-25
1.39503 9.96501 4.46688e-25
1.39681 9.92939 5.25437e-25
1.39991 9.88921 6.74191e-25
1.40132 9.87851 7.22255e-25
1.39821 9.94032 1.61587e-25
1.39334 9.9636 1.41455e-25
1.39661 9.9497 5.20218e-25
1.40016 9.93235 1.23214e-25
1.40064 9.93675 3.96883e-25
1.39667 9.9322 3.46838e-25
1.3922 9.88254 3.1406e-25
1.39308 9.97659 1.9961e-25
1.39518 9.96458 1.96633e-25
1.39302 9.95132 4.82378e-26
1.39481 9.97575 7.50107e-26
1.3981 9.97943 5.2436e-26
1.3987 9.87096 9.9673e-26
1.39949 9.83472 8.0049e-26
1.39954 9.82838 1.71261e-25
1.40224 9.77767 2.46691e-25
1.40068 9.77341 2.94855e-25
1.40023 9.76868 3.90076e-25
1.40246 9.79066 4.15922e-25
1.39957 9.7686 3.7602e-25
1.40245 9.74947 4.05229e-25
1.4009 9.86572 8.37067e-26
1.40573 9.8925 8.98309e-26
1.40479 9.91781 6.69996e-26
1.40735 9.97742 1.01563e-25
1.40726 9.93558 1.9528e-25
1.40755 9.8966 9.37269e-26
1.40755 9.94454 1.08774e-25
1.40921 9.89052 1.21985e-25
1.40584 9.86191 4.67693e-26
1.41235 9.77773 1.96653e-26
1.4141 9.83323 1.83008e-26
1.41501 9.75377 2.05913e-26
1.41098 9.77445 1.29886e-25
1.40683 9.8053 1.56892e-25
1.40427 9.68568 1.35026e-25
1.40531 9.70966 1.46126e-25
1.40865 9.71108 1.15828e-25
1.40835 9.73634 2.08539e-26
1.40427 9.78036 1.42019e-26
1.40468 9.7778 1.52867e-26
1.40184 9.85021 1.60487e-26
1.39753 9.8508 5.33487e-26
1.39624 9.91274 4.22876e-26
1.397 9.95054 5.32635e-26
1.39989 9.9347 7.40935e-27
1.39596 9.90424 3.62215e-27
1.39841 9.98628 1.47404e-26
1.39908 10.0379 1.12524e-26
1.40077 9.99222 3.74829e-26
1.40273 10.0607 3.55192e-26
1.40073 10.0433 4.6591e-26
1.40041 9.99142 2.08766e-26
1.39745 9.97768 3.88239e-26
1.39754 9.95826 4.12158e-26
1.39769 9.88765 3.90814e-26
1.40134 9.86535 4.94167e-26
1.39988 9.87385 5.84316e-26
1.40474 9.86011 2.15355e-26
1.39837 9.83457 5.56474e-26
1.39856 9.82705 5.80198e-26
1.40148 9.82487 4.06722e-26
1.40307 9.83756 3.89295e-26
1.40311 9.86307 3.4208e-26
1.40569 9.84578 4.58599e-26
1.40383 9.83698 3.35095e-26
1.40673 9.8712 2.31347e-26
1.41061 9.79744 1.41776e-27
1.40605 9.81494 3.03667e-27
1.40155 9.81859 4.52006e-26
1.40557 9.82491 2.54918e-26
1.40516 9.84952 2.72302e-26
1.40291 9.86825 1.89337e-26
1.40575 9.88793 2.06896e-26
1.40458 9.83322 8.25285e-27
1.4115 9.79645 2.86092e-26
1.40969 9.74259 3.46397e-26
1.40819 9.76115 2.85777e-26
1.40571 9.73089 1.6515e-26
1.40619 9.78783 4.12129e-27
1.40289 9.77495 3.15688e-26
1.40701 9.78814 3.26128e-26
1.40808 9.75802 1.80057e-26
1.40618 9.69147 1.89098e-26
1.40312 9.66974 1.54779e-26
1.40607 9.70055 3.33477e-26
1.40706 9.59797 2.88573e-26
1.41026 9.61506 2.45689e-26
1.40857 9.62421 2.32381e-26
1.41174 9.64866 9.15785e-27
1.41248 9.68506 6.33725e-27
1.41079 9.65989 1.13862e-26
1.40934 9.70992 7.76587e-27
1.41259 9.62176 1.14974e-26
1.41231 9.6567 1.17967e-26
1.41224 9.61387 1.73488e-26
1.4143 9.57951 1.55652e-26
1.4149 9.65395 1.28776e-26
1.41253 9.62082 1.24249e-26
1.41708 9.62551 1.41434e-26
1.41952 9.64614 3.28316e-27
1.41818 9.65497 1.51044e-26
1.41824 9.69614 1.70382e-26
1.42301 9.68364 1.94274e-26
1.42304 9.74457 1.15719e-26
1.42464 9.71199 7.13974e-27
1.41803 9.77179 1.52954e-26
1.41949 9.79958 1.68961e-26
1.42207 9.81357 1.74436e-26
1.42598 9.8484 1.43063e-26
1.42561 9.82678 1.31153e-26
1.42503 9.88551 1.52977e-26
1.42599 9.74543 1.29876e-26
1.4243 9.62705 4.64207e-27
1.42316 9.63296 6.37428e-27
1.42365 9.64681 2.06352e-26
1.42542 9.62958 3.98359e-26
1.42724 9.63306 4.4174e-26
1.42666 9.65978 3.56107e-26
1.42096 9.69293 4.46275e-26
1.4195 9.69898 5.41571e-26
1.41921 9.65693 7.08487e-26
1.41924 9.64205 8.28516e-26
1.4169 9.60564 4.35471e-26
1.41434 9.66178 1.29407e-25
1.41302 9.73393 1.16146e-25
1.41142 9.70283 1.02831e-25
1.41187 9.69195 9.1516e-26
1.40968 9.69215 1.28986e-25
1.40541 9.73168 1.31201e-25
1.40929 9.74278 1.68911e-25
1.41335 9.74262 4.16996e-26
1.4151 9.70099 5.76006e-26
1.41435 9.69264 8.30063e-26
1.41485 9.66382 3.25249e-26
1.41272 9.70449 6.70506e-26
1.41244 9.65397 6.94566e-26
1.40852 9.58654 1.13414e-25
1.41172 9.64816 3.46655e-25
1.41664 9.68446 2.96462e-25
1.41815 9.69245 2.05869e-25
1.41889 9.6422 3.24803e-25
1.41934 9.62636 2.90621e-25
1.42273 9.66362 2.3662e-25
1.41991 9.79109 8.42047e-26
1.41955 9.78406 1.18887e-25
1.4187 9.85398 1.83484e-25
1.41993 9.82357 1.86995e-25
1.41737 9.90948 1.4855e-25
1.41559 9.95268 5.18685e-26
1.41648 9.99677 8.5856e-26
1.41414 9.99086 5.162e-27
1.42104 9.98019 9.40042e-26
1.41848 10.0441 2.8769e-26
1.41647 9.99866 2.18868e-26
1.41741 10.0177 1.17537e-25
1.41563 9.9625 7.10661e-26
1.41357 9.91209 4.01699e-26
1.41705 9.95657 8.91122e-26
1.41573 9.91994 8.85203e-26
1.41442 9.94568 1.93278e-25
1.41519 9.91761 1.8988e-25
1.41492 9.87236 2.13038e-25
1.41294 9.89937 1.33693e-25
1.40901 9.9619 1.0873e-25
1.40714 9.829 1.74215e-25
1.40697 9.77537 9.34409e-26
1.41536 9.74652 1.3098e-25
1.41589 9.71746 1.51681e-25
1.41856 9.68299 9.67166e-26
1.41818 9.73339 6.92367e-26
1.41797 9.75086 9.93703e-26
1.41515 9.82519 1.30486e-26
1.41407 9.69478 1.55467e-25
1.41412 9.79791 1.11889e-25
1.41249 9.77551 2.18237e-26
1.41015 9.81556 8.69406e-26
1.40888 9.74969 1.66721e-25
1.40866 9.73256 3.0459e-25
1.41002 9.75639 3.18259e-25
1.41292 9.82339 2.75066e-25
1.41057 9.75672 1.99114e-26
1.41306 9.76276 2.55954e-25
1.4112 9.85841 3.02066e-25
1.41072 9.89091 2.34595e-25
1.41291 9.86491 2.68353e-25
1.41345 9.88045 4.03696e-25
1.41412 9.88322 2.33761e-25
1.41025 9.94027 2.24331e-25
1.41258 9.94144 2.11949e-25
1.41678 9.88318 2.35132e-25
1.41803 9.87049 7.15228e-26
1.42187 9.87613 4.62085e-26
1.41985 9.84597 8.54251e-26
1.42304 9.79378 1.362e-25
1.42273 9.71106 1.15057e-25
1.42551 9.66382 5.61762e-26
1.42698 9.62868 8.60445e-26
1.42505 9.66366 1.19399e-25
1.42386 9.56875 3.02473e-26
1.42567 9.58689 1.42227e-25
1.42831 9.59101 1.04836e-25
1.42973 9.58952 1.84065e-25
1.43038 9.5613 5.13845e-26
1.43085 9.5491 1.52842e-25
1.43112 9.55011 2.07377e-25
1.43157 9.56293 1.73358e-25
1.42863 9.58899 1.68058e-25
1.42982 9.58311 2.98192e-25
1.42823 9.56986 3.37215e-25
1.42819 9.57368 4.06163e-26
1.4227 9.55405 4.88854e-25
1.42361 9.64302 2.84729e-25
1.42214 9.65385 3.15787e-25
1.42801 9.60544 2.54398e-25
1.42677 9.64457 2.50956e-25
1.42812 9.63714 1.64681e-25
1.42537 9.61085 6.73538e-25
1.42453 9.68259 6.00927e-25
1.42562 9.66826 5.31044e-25
1.42262 9.72738 1.12084e-24
1.42354 9.84351 9.87448e-25
1.4244 9.85625 1.05925e-24
1.4185 9.84043 1.77039e-24
1.4201 9.83298 1.15106e-24
1.41923 9.78177 1.80978e-24
1.41972 9.77169 1.33486e-24
1.42277 9.82427 9.16274e-25
1.4233 9.83269 5.49307e-25
1.41901 9.82747 2.56134e-25
1.42114 9.78081 5.633e-25
1.42295 9.806 1.19204e-24
1.41957 9.79318 1.33476e-24
1.41541 9.77488 1.22723e-24
1.4141 9.72322 2.43075e-24
1.41134 9.70648 2.54343e-24
1.41337 9.78188 2.01138e-24
1.41571 9.86605 1.58697e-24
1.4154 9.85914 1.42213e-24
1.41278 9.80771 2.13639e-24
1.41361 9.81278 1.81971e-24
1.41627 9.75299 1.38063e-24
1.41459 9.8058 1.82766e-24
1.41447 9.78782 1.68179e-24
1.41227 9.8154 1.66583e-24
1.41206 9.91667 9.59998e-25
1.41188 9.96805 1.92735e-24
1.41281 9.97776 1.7454e-24
1.41193 9.97188 2.44674e-24
1.41036 10.0009 2.74544e-24
1.41199 10.0277 3.1718e-24
1.41144 10.0652 2.87033e-24
1.41088 10.0935 1.81162e-24
1.40853 10.0427 2.75849e-24
1.41059 10.0819 3.96897e-24
1.40962 10.1472 1.77511e-24
1.41171 10.1736 1.97729e-24
1.41372 10.1875 1.23102e-24
1.41166 10.1513 7.62415e-25
1.41273 10.1469 9.00956e-25
1.41356 10.1301 6.67131e-25
1.41409 10.2132 7.848e-25
1.41442 10.157 5.72556e-25
1.41729 10.1456 4.92204e-25
1.41711 10.1364 5.06777e-25
1.41954 10.1673 4.37654e-25
1.41792 10.1457 5.78816e-25
1.42243 10.0989 4.75194e-25
1.42142 10.1389 7.81629e-25
1.42315 10.18 2.69389e-25
1.4221 10.2161 7.45593e-25
1.41998 10.2174 6.3994e-25
1.42353 10.199 3.66881e-26
1.42282 10.2784 1.06066e-25
1.4187 10.2446 3.96136e-26
1.42446 10.1924 2.7536e-25
1.42339 10.1293 4.4589e-25
1.42493 10.1374 4.55743e-25
1.42476 10.033 6.27107e-25
1.42012 10.058 4.87954e-25
1.4213 10.051 4.20212e-25
1.41969 9.98248 4.33259e-25
1.41769 10.0267 4.50014e-25
1.41927 9.99923 5.18798e-25
1.41945 9.93826 3.94799e-25
1.41878 9.97083 3.2247e-25
1.41639 9.96868 3.2753e-25
1.41316 9.95011 2.85697e-25
1.41056 9.86426 3.16095e-25
1.41024 9.86857 4.05805e-25
1.40912 9.93618 7.54658e-25
1.40927 9.87959 1.04325e-24
1.40923 9.92233 7.88814e-25
1.413 9.76674 6.17613e-25
1.41568 9.83314 5.57098e-25
1.41546 9.86223 1.79529e-25
1.40964 9.8483 1.36841e-24
1.41057 9.80327 1.39625e-24
1.40614 9.81948 1.23955e-24
1.40735 9.88816 1.68768e-24
1.40949 9.91924 1.68576e-24
1.41175 9.91082 2.01384e-24
1.41404 9.90737 1.76348e-24
1.4149 9.94023 3.08093e-24
1.41073 9.95643 3.19257e-24
1.41282 10.018 3.51993e-24
1.41153 10.0454 4.88003e-24
1.41247 10.0469 3.79494e-24
1.41179 9.96813 1.32267e-24
1.41421 9.92824 2.07749e-24
1.4164 9.971 5.0708e-24
1.41085 9.98352 1.94023e-24
1.41351 10.0046 6.69181e-24
1.41048 9.99963 7.6499e-24
1.41021 10.0541 1.14638e-23
1.41306 10.0386 1.29599e-23
1.41538 10.0636 9.08462e-24
1.41259 10.2316 4.6775e-24
1.41253 10.1798 9.75394e-24
1.41284 10.1668 9.83702e-24
1.41377 10.2599 9.81221e-24
1.41262 10.2393 5.05619e-24
1.41281 10.2288 3.09081e-24
1.41576 10.248 9.75679e-24
1.41231 10.2651 8.41107e-24
1.40995 10.3354 8.09015e-24
1.40685 10.3875 1.28975e-23
1.40509 10.4936 1.1491e-23
1.40368 10.4768 1.54637e-23
1.40632 10.5666 1.12495e-23
1.40464 10.4587 1.57518e-23
1.40401 10.4068 1.31922e-23
1.40271 10.3499 7.67091e-24
1.39812 10.3674 1.71277e-23
1.39757 10.3705 2.05011e-24
1.39734 10.3992 1.18829e-23
1.40033 10.4105 2.1115e-24
1.40214 10.4362 2.60985e-24
1.39893 10.5002 1.58453e-23
1.40085 10.541 7.73752e-24
1.4044 10.5837 9.19921e-24
1.40649 10.6721 4.82972e-24
1.40655 10.7011 6.66948e-24
1.40302 10.6231 1.01062e-23
1.4033 10.6418 1.17345e-23
1.40349 10.658 7.25651e-24
1.40447 10.7346 5.21882e-24
1.40293 10.741 8.93815e-24
1.40142 10.8414 7.6643e-24
1.4016 10.7789 6.92093e-24
1.40185 10.9178 5.10869e-24
1.40006 10.9353 7.19963e-24
1.40158 10.873 6.5946e-24
1.39969 10.8448 9.6757e-24
1.40379 10.792 6.13464e-24
1.4032 10.8 6.93534e-24
1.40328 10.8919 5.98318e-24
1.40791 10.8609 1.31769e-23
1.40933 10.8376 1.51673e-23
1.40981 10.8926 1.22755e-23
1.4083 10.8554 4.21025e-24
1.40813 10.8417 3.26454e-24
1.40252 10.8299 1.35575e-23
1.40602 10.779 2.53949e-23
1.40699 10.728 2.02113e-23
1.40621 10.7533 1.1565e-23
1.4056 10.8058 1.29189e-23
1.40656 10.784 1.15685e-23
1.40797 10.7595 1.46302e-23
1.40768 10.7183 1.68683e-23
1.40895 10.6763 1.62385e-23
1.40616 10.6516 1.82721e-23
1.40178 10.7528 5.50324e-24
1.40391 10.7914 1.25828e-23
1.40158 10.7471 9.02104e-24
1.40061 10.7916 7.3448e-24
1.40206 10.7064 1.27604e-24
1.40356 10.712 3.5137e-25
1.40115 10.7897 2.01546e-25
1.39658 10.7357 7.03329e-24
1.39532 10.7105 8.2602e-24
1.39538 10.7347 3.02696e-23
1.39506 10.7316 4.29293e-23
1.39157 10.8138 4.87399e-23
1.39387 10.8391 2.3239e-23
1.39512 10.8222 5.11843e-23
1.39578 10.8475 2.13834e-23
1.397 10.7477 1.56862e-23
1.39576 10.7057 2.30081e-23
1.39332 10.7352 1.47437e-23
1.39218 10.6627 4.98127e-23
1.39157 10.6872 3.39674e-23
1.38833 10.6429 8.18732e-23
1.38766 10.6152 5.0227e-23
1.38871 10.6254 5.25129e-23
1.38861 10.6476 3.64075e-23
1.38716 10.6084 2.33515e-24
1.38911 10.5916 7.09781e-24
1.38934 10.6484 4.11606e-23
1.38594 10.6682 3.50397e-23
1.38772 10.5856 4.64911e-23
1.38604 10.7116 3.45382e-23
1.38257 10.7214 4.32822e-23
1.38648 10.7297 8.13634e-24
1.37963 10.7306 1.74188e-23
1.37617 10.7689 2.87978e-23
1.37622 10.7831 3.64597e-23
1.37624 10.7834 4.59066e-23
1.38082 10.729 4.65656e-23
1.38275 10.7143 4.41002e-23
1.38169 10.6708 7.62642e-23
1.37903 10.6849 6.55346e-23
1.37776 10.7071 5.54715e-23
1.37442 10.7768 1.33433e-23
1.37499 10.7637 5.35133e-23
1.36998 10.7705 2.58136e-23
1.36659 10.7255 2.29016e-23
1.36758 10.7887 1.4224e-25
1.36855 10.8396 1.09515e-24
1.36762 10.8919 1.25431e-23
1.36747 10.8032 9.27544e-24
1.37169 10.7839 1.91239e-23
1.37279 10.7062 1.62774e-23
1.3777 10.6838 2.25553e-23
1.37843 10.6828 2.62668e-23
1.37631 10.6375 1.76779e-23
1.37665 10.6465 1.2409e-23
1.37545 10.6642 6.9551e-24
1.37584 10.6964 6.46018e-26
1.37408 10.669 8.64963e-24
1.3754 10.7166 9.80016e-24
1.37226 10.7552 5.68421e-24
1.37361 10.7407 8.51807e-24
1.37514 10.7219 7.02434e-24
1.38015 10.7616 2.14675e-23
1.38 10.8685 2.5862e-23
1.37983 10.9087 1.8625e-23
1.37977 10.8754 9.49101e-24
1.38585 10.8378 2.01128e-24
1.38545 10.7485 1.66635e-23
1.39133 10.8239 9.53147e-24
1.38865 10.8167 9.18237e-24
1.38486 10.7492 1.83645e-23
1.38386 10.7892 2.41312e-23
1.37916 10.8115 6.11749e-24
1.37433 10.8207 1.58151e-23
1.3761 10.8946 5.30085e-24
1.37202 10.9652 1.4289e-23
1.3752 10.9833 4.89978e-23
1.37563 10.9806 5.73609e-23
1.37931 10.9526 7.41454e-23
1.37741 10.9633 7.40133e-23
1.37653 10.947 3.63752e-23
1.3727 10.9338 4.24915e-23
1.36955 11.0355 3.29409e-23
1.37182 11.1157 2.66463e-23
1.37052 11.1642 4.87437e-23
1.36789 11.197 1.59535e-23
1.36535 11.1648 2.76014e-23
1.36862 11.176 3.58596e-24
1.36889 11.1794 5.76509e-24
1.36755 11.2041 3.36496e-24
1.36514 11.2118 4.26874e-24
1.36604 11.2634 8.25884e-24
1.36428 11.2374 2.49633e-24
1.3694 11.2628 6.90058e-24
1.3656 11.2462 2.09015e-23
1.36527 11.1861 1.91079e-23
1.36783 11.1385 3.54084e-23
1.36645 11.1001 2.85894e-23
1.36871 11.057 1.00794e-23
1.37132 11.037 2.35789e-23
1.37226 11.0836 3.09363e-24
1.37277 11.0031 7.27308e-24
1.37378 10.9496 4.35202e-23
1.37316 10.9831 3.69671e-23
1.37432 10.9645 3.93061e-23
1.37482 11.0489 1.94409e-23
1.37849 11.0834 4.29025e-23
1.37479 11.1007 2.30127e-23
1.37199 11.0635 5.43205e-24
1.37049 11.0402 4.83869e-23
1.36771 11.0232 5.92359e-23
1.36529 11.0569 5.95391e-23
1.36649 11.0281 2.88734e-23
1.36943 11.0603 4.10234e-23
1.37186 11.1251 5.56963e-23
1.37375 11.0732 7.00151e-23
1.37008 11.0255 4.13587e-23
1.37226 11.0026 5.45989e-23
1.37712 10.9196 7.56e-23
1.37915 10.9278 5.69867e-23
1.37686 10.8745 6.50872e-23
1.37812 10.8274 1.71453e-23
1.37675 10.7708 6.67124e-23
1.37392 10.7803 4.57381e-23
1.36866 10.8137 4.65677e-23
1.36875 10.8308 4.90247e-23
1.37248 10.9011 3.25825e-23
1.37379 10.9381 1.48708e-23
1.36974 10.8995 2.91063e-23
1.36956 10.8718 4.04836e-23
1.36903 10.901 3.4123e-23
1.37197 10.9486 5.48796e-23
1.3784 10.9145 6.84922e-23
1.37896 10.9404 6.86201e-23
1.37534 10.9277 9.27176e-23
1.37457 10.9335 9.40542e-23
1.37426 10.8755 1.06237e-22
1.37712 10.8201 6.87313e-23
1.37962 10.8368 4.72022e-23
1.3788 10.8284 1.12696e-22
1.38137 10.7839 1.11075e-22
1.3825 10.7602 1.12548e-22
1.37883 10.8104 1.29977e-22
1.37809 10.7351 7.14721e-23
1.37979 10.7449 2.95391e-23
1.37824 10.7628 6.48901e-23
1.37704 10.685 1.44143e-22
1.37732 10.6128 4.28058e-23
1.37976 10.5533 5.11814e-23
1.37656 10.5259 4.88969e-23
1.37809 10.4471 8.03357e-23
