2  2232.61	2.292630e+00	1.176797e-01	8.998578e-01	1.796986e+00	7.196918e-01	8.327758e-02	3.332958e-01	3.333202e-01	1.023306e+01	
1  2216.14	2.292484e+00	1.175893e-01	9.000461e-01	1.796270e+00	7.195402e-01	8.333954e-02	3.332684e-01	3.333276e-01	1.023727e+01	
2  2190.37	2.292247e+00	1.175429e-01	9.001678e-01	1.796184e+00	7.195663e-01	8.327845e-02	3.332507e-01	3.333445e-01	1.023166e+01	
1  2133.18	2.292330e+00	1.175521e-01	9.000410e-01	1.797562e+00	7.192043e-01	8.334669e-02	3.331978e-01	3.333680e-01	1.023727e+01	
1  2063.97	2.292653e+00	1.175556e-01	9.001236e-01	1.798861e+00	7.190635e-01	8.319628e-02	3.331946e-01	3.333758e-01	1.022324e+01	
1  1977.27	2.293351e+00	1.175616e-01	8.999445e-01	1.801125e+00	7.189481e-01	8.307475e-02	3.331893e-01	3.333886e-01	1.021060e+01	
9  1961.7	2.293359e+00	1.175754e-01	8.999170e-01	1.801837e+00	7.185443e-01	8.326363e-02	3.332059e-01	3.333821e-01	1.022745e+01	
2  1903.4	2.293531e+00	1.175979e-01	8.997995e-01	1.804109e+00	7.185189e-01	8.332440e-02	3.331925e-01	3.334011e-01	1.023166e+01	
4  1843.44	2.293400e+00	1.175965e-01	8.997965e-01	1.804897e+00	7.182047e-01	8.310884e-02	3.332054e-01	3.333969e-01	1.021341e+01	
4  1803.39	2.292716e+00	1.175571e-01	8.997645e-01	1.807141e+00	7.188206e-01	8.305999e-02	3.331987e-01	3.333838e-01	1.021060e+01	
2  1759.05	2.292267e+00	1.174786e-01	8.997580e-01	1.808750e+00	7.187925e-01	8.329979e-02	3.331561e-01	3.333887e-01	1.023166e+01	
2  1744.91	2.292279e+00	1.174436e-01	8.999443e-01	1.808069e+00	7.185120e-01	8.322821e-02	3.331658e-01	3.333678e-01	1.022324e+01	
2  1695.96	2.292671e+00	1.175021e-01	9.001149e-01	1.809659e+00	7.180338e-01	8.327122e-02	3.332069e-01	3.333573e-01	1.022745e+01	
2  1611.47	2.293371e+00	1.174799e-01	8.998019e-01	1.812488e+00	7.179939e-01	8.314190e-02	3.332236e-01	3.333382e-01	1.021341e+01	
1  1559.26	2.293980e+00	1.174853e-01	8.999238e-01	1.813864e+00	7.177280e-01	8.315373e-02	3.332368e-01	3.333437e-01	1.021341e+01	
2  1552.7	2.293699e+00	1.174588e-01	8.998279e-01	1.814303e+00	7.177949e-01	8.312467e-02	3.332241e-01	3.333149e-01	1.021060e+01	
1  1543.81	2.292776e+00	1.173899e-01	8.995071e-01	1.813734e+00	7.177754e-01	8.307082e-02	3.332129e-01	3.333511e-01	1.020779e+01	
1  1459	2.292577e+00	1.174325e-01	8.992049e-01	1.817639e+00	7.173751e-01	8.321536e-02	3.332220e-01	3.333499e-01	1.022043e+01	
6  1410.26	2.293289e+00	1.174768e-01	8.992957e-01	1.818629e+00	7.170864e-01	8.298816e-02	3.332184e-01	3.333467e-01	1.020078e+01	
1  1338.38	2.293788e+00	1.173866e-01	8.990849e-01	1.819632e+00	7.167845e-01	8.279346e-02	3.332327e-01	3.333359e-01	1.017972e+01	
1  1309.89	2.293198e+00	1.173269e-01	8.989529e-01	1.821231e+00	7.173364e-01	8.269251e-02	3.332515e-01	3.333331e-01	1.017130e+01	
4  1273.64	2.293071e+00	1.173414e-01	8.990324e-01	1.822743e+00	7.174949e-01	8.257637e-02	3.332488e-01	3.333402e-01	1.016147e+01	
3  1201.02	2.293500e+00	1.172937e-01	8.990279e-01	1.824931e+00	7.176005e-01	8.244993e-02	3.332590e-01	3.333648e-01	1.014883e+01	
2  1193.47	2.293429e+00	1.172476e-01	8.989311e-01	1.824305e+00	7.173552e-01	8.240462e-02	3.332688e-01	3.333531e-01	1.014322e+01	
1  1162.07	2.293069e+00	1.171454e-01	8.990375e-01	1.824763e+00	7.171759e-01	8.255089e-02	3.332656e-01	3.333488e-01	1.015445e+01	
1  1125.84	2.293447e+00	1.171117e-01	8.990509e-01	1.826042e+00	7.172423e-01	8.256058e-02	3.332766e-01	3.333606e-01	1.015305e+01	
2  1104.46	2.293019e+00	1.171185e-01	8.991333e-01	1.826532e+00	7.172374e-01	8.240602e-02	3.332660e-01	3.333655e-01	1.014182e+01	
1  1075.09	2.293288e+00	1.170814e-01	8.992299e-01	1.826840e+00	7.172494e-01	8.226278e-02	3.332739e-01	3.333718e-01	1.012778e+01	
2  1021.09	2.293468e+00	1.171261e-01	8.992581e-01	1.829679e+00	7.169738e-01	8.229084e-02	3.332794e-01	3.333610e-01	1.013058e+01	
1  1013.14	2.294383e+00	1.171134e-01	8.994814e-01	1.830170e+00	7.169863e-01	8.250232e-02	3.332768e-01	3.333744e-01	1.014603e+01	
3  968.133	2.294615e+00	1.170407e-01	8.995382e-01	1.832086e+00	7.170927e-01	8.260597e-02	3.332619e-01	3.333820e-01	1.015305e+01	
5  935.689	2.294483e+00	1.170128e-01	8.994619e-01	1.833850e+00	7.174755e-01	8.246271e-02	3.332606e-01	3.333860e-01	1.014041e+01	
4  899.188	2.293598e+00	1.169901e-01	8.995827e-01	1.834940e+00	7.171583e-01	8.246201e-02	3.332605e-01	3.333832e-01	1.014182e+01	
3  808.456	2.293790e+00	1.169085e-01	8.996345e-01	1.837581e+00	7.169548e-01	8.217467e-02	3.332400e-01	3.333831e-01	1.011374e+01	
7  750.182	2.293158e+00	1.168910e-01	8.997409e-01	1.839238e+00	7.167703e-01	8.181541e-02	3.332385e-01	3.333837e-01	1.008426e+01	
4  730.052	2.293830e+00	1.168640e-01	8.999465e-01	1.839058e+00	7.164857e-01	8.197449e-02	3.332733e-01	3.334350e-01	1.009549e+01	
1  711.566	2.293626e+00	1.168133e-01	9.000581e-01	1.838833e+00	7.165182e-01	8.184777e-02	3.332484e-01	3.334564e-01	1.008286e+01	
2  675.491	2.293032e+00	1.168121e-01	9.000517e-01	1.840509e+00	7.164913e-01	8.166422e-02	3.332600e-01	3.334599e-01	1.006882e+01	
2  676.353	2.293548e+00	1.168444e-01	9.001666e-01	1.839355e+00	7.158003e-01	8.174448e-02	3.332597e-01	3.334636e-01	1.007443e+01	
1  668.993	2.293635e+00	1.168816e-01	9.001679e-01	1.840597e+00	7.158914e-01	8.177452e-02	3.332612e-01	3.334645e-01	1.007864e+01	
2  639.571	2.294112e+00	1.168234e-01	9.002600e-01	1.841995e+00	7.157665e-01	8.185913e-02	3.332738e-01	3.334407e-01	1.008286e+01	
1  590.324	2.294800e+00	1.167681e-01	9.003077e-01	1.845197e+00	7.160199e-01	8.189768e-02	3.332609e-01	3.334488e-01	1.008286e+01	
2  590.08	2.294194e+00	1.168494e-01	9.003938e-01	1.845108e+00	7.161109e-01	8.169072e-02	3.332622e-01	3.334962e-01	1.006882e+01	
2  583.244	2.294047e+00	1.169015e-01	9.004849e-01	1.845782e+00	7.163261e-01	8.154142e-02	3.332675e-01	3.335258e-01	1.005759e+01	
1  570.826	2.293423e+00	1.169104e-01	9.004252e-01	1.847363e+00	7.168152e-01	8.138991e-02	3.332594e-01	3.335400e-01	1.004636e+01	
2  547.036	2.293718e+00	1.167641e-01	9.003208e-01	1.847614e+00	7.169032e-01	8.139093e-02	3.332521e-01	3.335422e-01	1.004214e+01	
4  530.093	2.293188e+00	1.167611e-01	9.003093e-01	1.848271e+00	7.170086e-01	8.117009e-02	3.332658e-01	3.335562e-01	1.002390e+01	
2  523.208	2.294112e+00	1.167590e-01	9.002078e-01	1.848416e+00	7.170348e-01	8.109649e-02	3.332730e-01	3.335708e-01	1.001547e+01	
6  521.65	2.293339e+00	1.167987e-01	9.001700e-01	1.849139e+00	7.169905e-01	8.110821e-02	3.332993e-01	3.335734e-01	1.001968e+01	
1  498.501	2.293787e+00	1.166765e-01	9.002646e-01	1.849709e+00	7.169603e-01	8.118647e-02	3.333162e-01	3.335565e-01	1.002249e+01	
1  476.301	2.294409e+00	1.167091e-01	9.003127e-01	1.851915e+00	7.168677e-01	8.123963e-02	3.333351e-01	3.335427e-01	1.002530e+01	
6  452.217	2.294498e+00	1.166729e-01	9.002597e-01	1.853083e+00	7.166450e-01	8.129541e-02	3.333334e-01	3.335602e-01	1.002916e+01	
1  434.437	2.294399e+00	1.166494e-01	9.003333e-01	1.852997e+00	7.163503e-01	8.116532e-02	3.333318e-01	3.335711e-01	1.001688e+01	
1  410.273	2.295744e+00	1.166212e-01	9.004115e-01	1.853859e+00	7.160846e-01	8.115431e-02	3.333378e-01	3.335716e-01	1.001126e+01	
3  407.671	2.295625e+00	1.166283e-01	9.005128e-01	1.854453e+00	7.163309e-01	8.112455e-02	3.333385e-01	3.335873e-01	1.000986e+01	
2  404.45	2.295813e+00	1.165512e-01	9.005121e-01	1.853294e+00	7.161111e-01	8.107032e-02	3.333423e-01	3.335559e-01	1.000249e+01	
1  399.659	2.295621e+00	1.165565e-01	9.005567e-01	1.852332e+00	7.163109e-01	8.052426e-02	3.333570e-01	3.335497e-01	9.955109e+00	
1  383.377	2.295402e+00	1.165668e-01	9.004583e-01	1.853364e+00	7.159528e-01	8.056297e-02	3.333247e-01	3.335611e-01	9.959320e+00	
2  352.861	2.296805e+00	1.164784e-01	9.005543e-01	1.855038e+00	7.159611e-01	8.061363e-02	3.333196e-01	3.335757e-01	9.957916e+00	
4  349.325	2.295888e+00	1.164385e-01	9.005459e-01	1.855301e+00	7.159559e-01	8.060559e-02	3.333011e-01	3.335474e-01	9.959320e+00	
1  345.857	2.296193e+00	1.163873e-01	9.005953e-01	1.853133e+00	7.157233e-01	8.031850e-02	3.332965e-01	3.335578e-01	9.931244e+00	
4  332.49	2.296454e+00	1.163149e-01	9.006528e-01	1.851867e+00	7.156296e-01	7.991313e-02	3.332719e-01	3.335502e-01	9.893341e+00	
3  332.097	2.296277e+00	1.162843e-01	9.005682e-01	1.852041e+00	7.155355e-01	8.007660e-02	3.332714e-01	3.335488e-01	9.907379e+00	
4  319.107	2.296054e+00	1.161828e-01	9.004132e-01	1.852828e+00	7.153126e-01	8.033961e-02	3.332758e-01	3.335518e-01	9.928436e+00	
3  306.768	2.297427e+00	1.160822e-01	9.002584e-01	1.851359e+00	7.149754e-01	8.013790e-02	3.332569e-01	3.335883e-01	9.904572e+00	
1  297.308	2.297291e+00	1.160121e-01	9.001465e-01	1.851940e+00	7.149917e-01	8.018399e-02	3.332459e-01	3.335775e-01	9.907379e+00	
1  292.168	2.297166e+00	1.160385e-01	9.000462e-01	1.852623e+00	7.144988e-01	8.036336e-02	3.332556e-01	3.335718e-01	9.924225e+00	
